geohash6,day,timestamp,demand
qp09sw,1,1:0,0.07381395994355262
qp03w7,1,1:0,0.025783235074810368
qp0dj3,1,1:0,0.01746137947094753
qp09gu,1,1:0,0.012101053796817793
qp03w4,1,1:0,0.05430426515810983
qp09g8,1,1:0,0.11119555238808176
qp03tv,1,1:0,0.011638998692908315
qp0969,1,1:0,0.021508337548635032
qp03xk,1,1:0,0.2789411431366372
qp09vm,1,1:0,0.0648475948656292
qp0d0n,1,1:0,0.005325489323980922
qp03wu,1,1:0,0.1437966376983999
qp0953,1,1:0,0.032592475767443486
qp094g,1,1:0,0.026971460036829046
qp09uf,1,1:0,0.03730840425315065
qp09gb,1,1:0,0.0020715499424445298
qp03zs,1,1:0,0.027509729006955617
qp099g,1,1:0,0.1617819926727385
qp09uz,1,1:0,0.14118420030908066
qp097g,1,1:0,0.03330827031233197
qp03t8,1,1:0,0.005803617092678901
qp03rt,1,1:0,0.10457707530946736
qp03q8,1,1:0,0.04618437236341443
qp097t,1,1:0,0.056200540849755586
qp03yc,1,1:0,0.0998046086984339
qp09cy,1,1:0,0.0008375637325160044
qp03rb,1,1:0,0.0059506953634660435
qp09us,1,1:0,0.0072519654932994265
qp09j7,1,1:0,0.01625343490031489
qp09ss,1,1:0,0.013877891108624887
qp0d49,1,1:0,0.028908084176775
qp092x,1,1:0,0.06708056606360782
qp09sp,1,1:0,0.08716291091907291
qp097b,1,1:0,0.017752363182591147
qp098n,1,1:0,0.13904789009785315
qp03z9,1,1:0,0.08138325703320969
qp03zb,1,1:0,0.13796294443866172
qp099f,1,1:0,0.03954625221099715
qp03p8,1,1:0,0.01687228620531339
qp09fv,1,1:0,0.028679245746901182
qp0925,1,1:0,0.14318842249434294
qp0977,1,1:0,0.0008190087710127169
qp09gz,1,1:0,0.007017390603651442
qp03rq,1,1:0,0.04321565551282012
qp09em,1,1:0,0.1217413100431364
qp03rp,1,1:0,0.023308042760759703
qp094b,1,1:0,0.04276688964541482
qp08bz,1,1:0,0.016670244550001642
qp03r2,1,1:0,0.05108039623428475
qp09th,1,1:0,0.0023534156741884336
qp06pc,1,1:0,0.0018792535307189226
qp09e5,1,1:0,0.7014323640580321
qp098e,1,0:45,0.06001554553611903
qp09e7,1,0:45,0.06337879107830409
qp099g,1,0:45,0.12936364959493088
qp09fq,1,0:45,0.06422934899123267
qp0926,1,0:45,0.023850864203388455
qp0991,1,0:45,0.07439318228537646
qp03wf,1,0:45,0.25077921056530983
qp09cq,1,0:45,0.011646129625604549
qp09db,1,0:45,0.14939604236338838
qp03ry,1,0:45,0.056884145227885576
qp0998,1,0:45,0.02607504149783516
qp09t0,1,0:45,0.09616010385873124
qp09ez,1,0:45,0.055793343073575405
qp09ht,1,0:45,0.0357908213676556
qp099w,1,0:45,0.003269298682473096
qp03my,1,0:45,0.03365820522925673
qp09yp,1,0:45,0.02233215927041196
qp03qj,1,0:45,0.16580529259482069
qp03tc,1,0:45,0.030304547607003355
qp03q1,1,0:45,0.010335868296247322
qp09d7,1,0:45,0.17927708509558854
qp03yu,1,0:45,0.030656081983228764
qp0d52,1,0:45,0.00978662440053094
qp09hs,1,0:45,0.011641424168939662
qp03r2,1,0:45,0.09036688741156013
qp03xh,1,0:45,0.1194104051132517
qp03jz,1,0:45,0.010667711502733716
qp09gj,1,0:45,0.013093731659587451
qp08gm,1,0:45,0.004716028333957897
qp095c,1,0:45,0.010462131275440179
qp099h,1,0:45,0.010301596774079104
qp09fz,1,0:45,0.04340446554101562
qp098j,1,0:45,0.2950129361669347
qp03t2,1,0:45,0.001957407428871372
qp09bj,1,0:45,0.05409856431374657
qp09g6,1,0:45,0.0289662305393202
qp06p7,1,0:45,0.022992993143131808
qp09kj,1,0:45,0.007953421219509387
qp09se,1,0:45,0.10897167527905367
qp092h,1,0:45,0.136642513402099
qp09b0,1,0:45,0.08515719490897475
qp09g5,1,0:45,0.043643910409990994
qp03yc,1,0:45,0.11195472010849734
qp03wr,1,0:45,0.06087184599908964
qp0941,1,0:45,0.035931361624167144
qp03xk,1,0:45,0.168206578727999
qp098m,1,0:45,0.0449835943699896
qp09k1,1,0:45,0.012314444128589494
qp03pz,1,0:45,0.04837631708197519
qp09t2,1,0:45,0.0114420766282568
qp09t8,1,0:45,0.018161034976330228
qp09u0,1,0:45,0.07294546423727506
qp09u1,1,0:45,0.0186876429836382
qp03md,1,0:45,0.002293708585751876
qp0dh4,1,0:45,0.016405924696827227
qp0907,1,0:45,0.034849328315420015
qp09ue,1,0:45,0.11764356430488612
qp096h,1,0:45,0.021461510825148758
qp09kx,1,0:45,0.007170846416333097
qp09m1,1,0:45,0.011359692932757058
qp09u8,1,0:45,0.049262688830390235
qp093b,1,0:45,0.03608870653600691
qp09bm,1,0:45,0.024570483322521455
qp06pm,1,0:45,0.007624121772320895
qp03nz,1,0:45,0.11066970286584348
qp03x8,1,0:45,0.045619432669867836
qp09ew,1,0:45,0.08553797247687073
qp03y7,1,0:45,0.0246995405031825
qp09fb,1,0:45,0.006124927168551096
qp09dr,1,0:45,0.07871838755486182
qp02zz,1,0:45,0.2554697027433347
qp0d4w,1,0:45,0.020280168789768148
qp09eu,1,0:45,0.031226465234080087
qp097y,1,0:45,0.02704294766898651
qp0d58,1,0:45,0.0446258793838779
qp03ww,1,0:45,0.05620971128283337
qp09um,1,0:45,0.00031525408982666884
qp03zz,1,0:45,0.18060581289585104
qp03mg,1,0:45,0.04326694222891881
qp098q,1,0:45,0.04330811690830305
qp03r3,1,0:45,0.05585186944697736
qp09k3,1,0:45,0.032777158163624975
qp03rk,1,0:45,0.0403656560055078
qp03tb,1,0:45,0.04781817374050437
qp08fz,1,0:45,0.0026123805521019307
qp0950,1,0:45,0.0072465301594646985
qp0d11,1,0:45,0.0006304315173063683
qp096s,1,0:45,0.09223677402135667
qp09d5,1,0:45,0.06247640853080076
qp03rv,1,0:45,0.07384963903907453
qp09uw,1,0:45,0.02761490108563008
qp09su,1,0:45,0.04571024763077567
qp09k6,1,0:45,0.02528168656191355
qp0d18,1,0:45,0.014702247249990048
qp09cd,1,0:45,0.020260586559413686
qp03q4,1,0:45,0.004570275165911417
qp03ze,1,0:45,0.02763043656416957
qp0dj7,1,0:45,0.016307306373963118
qp09bd,1,0:45,0.007701687965943754
qp09b5,1,0:45,0.045104609064363616
qp03tf,1,0:45,0.015417996309614419
qp06pk,1,0:45,0.006766414928570403
qp09g2,1,0:45,0.1440925334879763
qp0d06,1,0:45,0.004952564527487057
qp092p,1,0:45,0.043531592705950785
qp03y6,1,0:45,0.010976320183611565
qp03qg,1,0:45,0.27654201192115274
qp09er,1,0:45,0.058300633797192004
qp03yy,1,0:45,0.038757400869315096
qp03xf,1,0:45,0.08662867220026456
qp09cy,1,0:45,0.003389776408860244
qp03nq,1,0:45,0.026912820082166368
qp093u,1,0:45,0.010399516483157607
qp09fk,1,0:45,0.034781061931973466
qp03xc,1,0:45,0.0339873291256988
qp0906,1,0:45,0.0021558905779590094
qp09ft,1,0:45,0.17764165125624526
qp096z,1,0:45,0.13555817429544714
qp09d9,1,0:45,0.5930891438068573
qp03qu,1,0:45,0.09132165780944836
qp09g8,1,0:45,0.13037657706270342
qp09ej,1,0:45,0.011319716802914326
qp06pf,1,0:45,0.009154745621726456
qp03xg,1,0:45,0.1148963507744531
qp095r,1,0:45,0.03995298831396103
qp0d0h,1,0:45,0.011037302673970538
qp0d53,1,0:45,0.07021060256179439
qp03xv,1,0:45,0.12438824142534835
qp03zg,1,0:45,0.0330082069694429
qp0d1h,1,0:45,0.010476814648728005
qp09mr,1,0:45,0.025200258848934842
qp03m8,1,0:45,0.003009116500570671
qp094z,1,0:45,0.00029719098318684484
qp03rh,1,0:45,0.0395893262888613
qp09hq,1,0:45,0.009733164137279572
qp099j,1,0:45,0.03099537796341725
qp09ey,1,0:45,0.01864412750955057
qp03q5,1,0:45,0.03644554451785993
qp0962,1,0:45,0.05413120118115942
qp09e5,1,0:45,0.6181923857926662
qp0927,1,0:45,0.09831878883201006
qp0996,1,0:45,0.051540519106146085
qp09de,1,0:45,0.12561115391336292
qp09uk,1,0:45,0.023933282575039898
qp09hm,1,0:45,0.036007489350658124
qp09t4,1,0:45,0.009356568626375609
qp03xq,1,0:45,0.10920107209914676
qp09uy,1,0:45,0.22806307757302235
qp09m2,1,0:45,0.019714234262960883
qp03rs,1,0:45,0.0018139320342322547
qp06p3,1,0:45,0.009938980333571984
qp099e,1,0:45,0.09232505088121064
qp03rw,1,0:45,0.07798090507199605
qp0924,1,0:45,0.05905377297785271
qp095v,1,0:45,0.035008769931878965
qp03qy,1,0:45,0.07029695309411489
qp03yk,1,0:45,0.006450012948376812
qp097d,1,0:45,0.010026663384316944
qp03wj,1,0:45,0.021401471040276718
qp094p,1,0:45,0.004573507930492702
qp090x,1,0:45,0.014413228438486553
qp096n,1,0:45,0.07483048400517799
qp09f1,1,0:45,0.0230793841261324
qp0970,1,0:45,0.06178866312794416
qp099d,1,0:45,0.08572311690745905
qp09bw,1,0:45,0.0054039645022726296
qp099z,1,0:45,0.01369412320958421
qp09s7,1,0:45,0.04061654339809236
qp09fu,1,0:45,0.06271474502963675
qp09uh,1,0:45,0.01892464348198972
qp09es,1,0:45,0.0011900130477181074
qp03q0,1,0:45,0.0267228385152441
qp09u5,1,0:45,0.012432301126724629
qp09df,1,0:45,0.026940609550391785
qp09uz,1,0:45,0.08271003349674158
qp099c,1,0:45,0.025746690044392725
qp0979,1,0:45,0.0259978722071638
qp03x1,1,0:45,0.05540318786315522
qp097t,1,0:45,0.0027173474050937265
qp097b,1,0:45,0.03351625722541282
qp099f,1,0:45,0.020684912690041832
qp09cv,1,0:45,0.04646396799684576
qp09g4,1,0:45,0.039072443776623535
qp09hh,1,0:45,0.06278549921271047
qp092m,1,0:45,0.21016767537935616
qp03z1,1,0:45,0.00039586263813681176
qp09f9,1,0:45,0.09411291244467652
qp0961,1,0:45,0.05865019974813916
qp03yw,1,0:45,0.023924628851911642
qp03qm,1,0:45,0.09718275676299976
qp08cp,1,0:45,0.03037860104129322
qp0960,1,0:45,0.013392758120802964
qp03zn,1,0:45,0.006969569493694523
qp03zt,1,0:45,0.10907879152636632
qp08gr,1,0:45,0.001281862567144865
qp09ek,1,0:45,0.07696598408919805
qp03rd,1,0:45,0.026648305787530014
qp097z,1,0:45,0.02589099435130911
qp0d07,1,0:45,0.001381423066841708
qp09bn,1,0:45,0.0623273585266852
qp090r,1,0:45,0.006820341157675027
qp0dhe,1,0:45,0.02069863400578281
qp09sz,1,0:45,0.057697180473540485
qp03we,1,0:45,0.10102559525161528
qp09mq,1,0:45,0.0033636606781132397
qp02zw,1,0:45,0.0429123325129287
qp03wd,1,0:45,0.14841647282063644
qp03q6,1,0:45,0.030928726611764143
qp0d49,1,0:45,0.023901628697650192
qp09kw,1,0:45,0.009288966002321371
qp03wx,1,0:45,0.0671047572468958
qp09dg,1,0:45,0.07832706124584875
qp03w5,1,0:45,0.01319283891947825
qp03r7,1,0:45,0.02238589485509072
qp0999,1,0:45,0.02324168990363904
qp099b,1,0:45,0.019933528799341096
qp03x7,1,0:45,0.15545022299990632
qp08bm,1,0:45,0.020754641299317932
qp03px,1,0:45,0.043544792093057866
qp090e,1,0:45,0.05670903073621944
qp09eh,1,0:45,0.2246408908149826
qp09sn,1,0:45,0.017752897488366955
qp03qd,1,0:45,0.08193963135952337
qp0925,1,0:45,0.15765559418150213
qp03zv,1,0:45,0.2906287228566584
qp09em,1,0:45,0.10289991503019184
qp094b,1,0:45,0.033328893508195095
qp0953,1,0:45,0.0017310649086660628
qp03zd,1,0:45,0.016995084339948185
qp0dhw,1,0:45,0.05492564386037189
qp097v,1,0:45,0.12126788469044425
qp09ep,1,0:45,0.007375910351734405
qp03rc,1,0:45,0.003385026909392904
qp09ss,1,0:45,0.038864072627041495
qp03t3,1,0:45,0.0021760500505106826
qp09uu,1,0:45,0.010702855129289304
qp06p4,1,0:45,0.0017591484112829266
qp09eb,1,0:45,0.0037973050894091007
qp09yh,1,0:45,0.012710523925421591
qp03m6,1,0:45,0.013351493781928212
qp09tw,1,0:45,0.04511766224217275
qp098n,1,0:45,0.11658354790742965
qp09ev,1,0:45,0.02878604141445326
qp0968,1,0:45,0.01600989544194716
qp098d,1,0:45,0.05618821928068568
qp03p6,1,0:45,0.1446084126055074
qp03wh,1,0:45,0.0160392367931032
qp090m,1,0:45,0.08832753585691383
qp03wc,1,0:45,0.07517419504194835
qp03xz,1,0:45,0.1957670462347693
qp091w,1,0:45,5.72687936096191e-05
qp03jq,1,0:45,0.007506533534875898
qp0djh,1,0:45,0.0012476268356931644
qp09f3,1,0:45,0.057486842009756935
qp03xd,1,0:45,0.06340454269474077
qp09jp,1,0:45,0.0009390404772947533
qp09ef,1,0:45,0.009346364183023537
qp09b3,1,0:45,0.03651066409191285
qp03rr,1,0:45,0.04447017217958686
qp03nr,1,0:45,0.02963745183724965
qp03pp,1,0:45,0.05302895156396032
qp06pc,1,0:45,0.008424684126586646
qp0981,1,0:45,0.07850430066495148
qp03qv,1,0:45,0.023235790100439482
qp09v1,1,0:45,0.057377669676715364
qp03xw,1,0:45,0.4305243645421121
qp03x5,1,0:45,0.1706777133150985
qp06pe,1,0:45,0.03715350359894234
qp095b,1,0:45,0.013491762579925863
qp09ex,1,0:45,0.1920633394605049
qp0975,1,0:45,0.07469007278376823
qp09me,1,0:45,0.010802140041113706
qp03xt,1,0:45,0.1935203096232295
qp097u,1,0:45,0.1049106801694749
qp03r0,1,0:45,0.04668422023645342
qp03pw,1,0:45,0.004549525234524343
qp03pn,1,0:45,0.004719881511213989
qp03jx,1,0:45,0.010360035843433849
qp09d1,1,0:45,0.01969033074794385
qp0dhg,1,0:45,0.01249079104142488
qp0d4t,1,0:45,0.002607896260521641
qp06pq,1,0:45,0.0038796829572384562
qp093d,1,0:45,0.010973920613553512
qp06p2,1,0:45,0.007595711942692187
qp08bp,1,0:45,0.040390019424443285
qp09fm,1,0:45,0.0185519948447947
qp0d0f,1,0:45,0.002410901209269075
qp098h,1,0:45,0.0663121378217641
qp09g3,1,0:45,0.0214498305676946
qp09v0,1,0:45,0.11520113884029196
qp03zu,1,0:45,0.034523063476557016
qp094q,1,0:45,0.051780188173504056
qp090c,1,0:45,0.0221362276325818
qp08br,1,0:45,0.07499919058588148
qp03w4,1,0:45,0.034395004379016436
qp03zk,1,0:45,0.006836953036435493
qp092k,1,0:45,0.1936161277543061
qp03xx,1,0:45,0.3574335417965845
qp09fs,1,0:45,0.051015385103924484
qp096v,1,0:45,0.3449592443304668
qp03rt,1,0:45,0.12584795295956347
qp092q,1,0:45,0.13211501604460651
qp03ty,1,0:45,0.0036604932291328155
qp0984,1,0:45,0.03798635597545466
qp0983,1,0:45,0.00015681260334791852
qp09s6,1,0:45,0.04308968592439268
qp094x,1,0:45,0.041259774847057784
qp06pj,1,0:45,0.0055097077506133215
qp03pq,1,0:45,0.0012924015179971366
qp03q2,1,0:45,0.02392406952356137
qp03pr,1,0:45,0.04352097580201132
qp09sb,1,0:45,0.05767865598794467
qp03t9,1,0:45,0.003880276632172255
qp0988,1,0:45,0.004998321559060852
qp0d4b,1,0:45,0.020220803969144385
qp09gv,1,0:45,0.056668346646546325
qp092w,1,0:45,0.06755753079352256
qp0980,1,0:45,0.023871797354309426
qp0985,1,0:45,0.07793444669945629
qp03ys,1,0:45,0.07728282676764514
qp03z5,1,0:45,0.0007628046846766164
qp03mu,1,0:45,0.018495988999679133
qp095t,1,0:45,0.0012657049074067484
qp095n,1,0:45,0.032215602261472326
qp096g,1,0:45,0.05215948130330039
qp03w7,1,0:45,0.00377306858443094
qp094k,1,0:45,0.014265246039166412
qp093y,1,0:45,0.014688654180265222
qp03z0,1,0:45,0.16578402806664072
qp03zf,1,0:45,0.09127156209640498
qp06ph,1,0:45,0.04199729462180262
qp09vk,1,0:45,0.08472129906830468
qp099s,1,0:45,0.053740798521707316
qp09d3,1,0:45,0.3707400843323196
qp09fx,1,0:45,0.013946695688544095
qp092t,1,0:45,0.03200757104638487
qp09d2,1,0:45,0.22897770901782155
qp09gb,1,0:45,0.004908821096911225
qp09et,1,0:45,0.03383216957111227
qp03mt,1,0:45,0.02749499154224552
qp09s8,1,0:45,0.04610607452028145
qp09uf,1,0:45,0.002760418088459682
qp096p,1,0:45,0.008789056588613111
qp02zu,1,0:45,0.0021973673763608587
qp093g,1,0:45,0.018562272467120274
qp096r,1,0:45,0.13554127196288487
qp09sj,1,0:45,0.011739206717709328
qp0929,1,0:45,0.019239609327560917
qp09hy,1,0:45,0.011924503864681987
qp0982,1,0:45,0.0180700090320362
qp03yz,1,0:45,0.021992758109611214
qp094c,1,0:45,0.030661457290411195
qp0900,1,0:45,0.03088712530123967
qp098r,1,0:45,0.07154384805096428
qp0d54,1,0:45,0.012593109504092913
qp08gq,1,0:45,0.017152630561568398
qp09dn,1,0:45,0.0451009100503566
qp0945,1,0:45,0.06833743547779222
qp03mc,1,0:45,0.011017139961636498
qp03x2,1,0:45,0.04453694097929088
qp03wg,1,0:45,0.3126451645168488
qp0994,1,0:45,0.01683795983148216
qp0d4e,1,0:45,0.01649531420145459
qp03py,1,0:45,0.026070729733090988
qp096q,1,0:45,0.25075962797173745
qp09ke,1,0:45,0.056305513897776265
qp09bt,1,0:45,0.00233365087615302
qp06p1,1,0:45,0.006811924442604935
qp03qb,1,0:45,0.07735322545803483
qp03qr,1,0:45,0.016894458422304408
qp03wu,1,0:45,0.10108266387801212
qp03mb,1,0:45,0.03516888769976315
qp0d50,1,0:45,0.04081362522422685
qp06py,1,0:45,0.024838913246516388
qp09ud,1,0:45,0.0252863870842804
qp09sk,1,0:45,0.06906383064116056
qp09sx,1,0:45,0.025623226735177
qp03z8,1,0:45,0.02255204747748988
qp03p2,1,0:45,0.06584446821162816
qp03ts,1,0:45,0.02097661466210037
qp09be,1,0:45,0.023976774685208133
qp09gz,1,0:45,0.011778551382534136
qp0d1n,1,0:45,0.02897613476734537
qp091z,1,0:45,0.009335946563910213
qp0971,1,0:45,0.006730309680648608
qp09us,1,0:45,0.030979193076770363
qp090s,1,0:45,0.045749999096760016
qp0dj5,1,0:45,0.0035980078836410187
qp0d0j,1,0:45,0.013617220704620476
qp09bh,1,0:45,0.09353347447718224
qp0d0w,1,0:45,0.0009810244720107
qp096y,1,0:45,0.1320163796131924
qp09s9,1,0:45,0.05796813193938556
qp09f7,1,0:45,0.02973048958980765
qp0987,1,0:45,0.2522654897561103
qp03rz,1,0:45,0.07328307001612401
qp090h,1,0:45,0.1032621844083006
qp03jr,1,0:45,0.015012450322112288
qp03x3,1,0:45,0.08178190489180683
qp09t5,1,0:45,0.05451568725454459
qp03wn,1,0:45,0.02500069953002058
qp03w2,1,0:45,0.00257130332801297
qp092e,1,0:45,0.02618160312558558
qp09ux,1,0:45,0.02526095645895939
qp094r,1,0:45,0.2011213065760664
qp096c,1,0:45,0.02149096330904785
qp09ut,1,0:45,0.07867339232502639
qp0d51,1,0:45,0.010744645847857738
qp099v,1,0:45,0.09482169580507883
qp08b6,1,0:45,0.015074506328028944
qp09ub,1,0:45,0.0005573199544506508
qp091v,1,0:45,0.007811066157385547
qp092r,1,0:45,0.07634211186865235
qp08cn,1,0:45,0.05771662070079081
qp094w,1,0:45,0.008141389234700506
qp09v2,1,0:45,0.017712625690851455
qp09vp,1,0:45,0.00342313361482842
qp09sp,1,0:45,0.048057966924023636
qp03jw,1,0:45,0.005148041866230464
qp03qh,1,0:45,0.02666378621269911
qp03yf,1,0:45,0.03244561895213918
qp03wy,1,0:45,0.1465479143386658
qp09g0,1,0:45,0.03241983552971879
qp09gx,1,0:45,0.0397019489495184
qp03rq,1,0:45,0.033411392309608316
qp09cc,1,0:45,0.03836911360762033
qp08gw,1,0:45,0.006614861440542661
qp03xy,1,0:45,0.2288615950865317
qp03rb,1,0:45,0.0242351868476058
qp03t7,1,0:45,0.014443014723378006
qp0dj0,1,0:45,0.04077540358673937
qp03qf,1,0:45,0.19579085026339066
qp098k,1,0:45,0.12477113886217525
qp0d01,1,0:45,0.000907537185122491
qp091y,1,0:45,0.032455434245824664
qp09dj,1,0:45,0.10210907749328586
qp096t,1,0:45,0.12197088119876227
qp03w8,1,0:45,0.11037620057308227
qp095y,1,0:45,0.01851417013487211
qp03qq,1,0:45,0.015132411144720102
qp0dh0,1,0:45,0.004921481037323043
qp090w,1,0:45,0.011988724141737678
qp03x0,1,0:45,0.016558692818231687
qp03wt,1,0:45,0.036284350716004055
qp03p9,1,0:45,0.059695284559361884
qp09e6,1,0:45,0.004023747770388348
qp09c6,1,0:45,0.007258341335376509
qp099k,1,0:45,0.12448794902868293
qp09b1,1,0:45,0.041863897898397014
qp06p5,1,0:45,0.012498185123111977
qp090b,1,0:45,0.09210261375641716
qp03z2,1,0:45,0.11484846043625058
qp092x,1,0:45,0.04524876986854952
qp09b7,1,0:45,0.13185889035648726
qp099y,1,0:45,0.011145480883694029
qp02zx,1,0:45,0.12594622789889925
qp09b4,1,0:45,0.1843188514833964
qp03xn,1,0:45,0.09413018911993
qp03nd,1,0:45,0.025371087848515158
qp09sw,1,0:45,0.0290175443407523
qp09kz,1,0:45,0.1316746325219635
qp0920,1,0:45,0.017516496112278984
qp03w6,1,0:45,0.03765514420359733
qp0963,1,0:45,0.0015477599985173206
qp03yq,1,0:45,0.0010807632929726487
qp03q9,1,0:45,0.030787105688891973
qp03qc,1,0:45,0.026012479132529825
qp09g7,1,0:45,0.02570522632546853
qp03rf,1,0:45,0.025768579177651685
qp09uv,1,0:45,0.31300639076637365
qp09gc,1,0:45,0.005441711159991728
qp09g1,1,0:45,0.04313600232439476
qp03xb,1,0:45,0.03951423007555837
qp0d1e,1,0:45,0.01639710382506119
qp0dht,1,0:45,0.03799245905112916
qp03m2,1,0:45,7.577956504744657e-05
qp02zr,1,0:45,0.060481647320177676
qp03r1,1,0:45,0.0775957395375752
qp03ye,1,0:45,0.06916603234242293
qp03rj,1,0:45,0.04782560130753146
qp03nw,1,0:45,0.03709583766964772
qp0d48,1,0:45,0.056084341125629794
qp090n,1,0:45,0.004752448228958968
qp093r,1,0:45,0.05071449829884626
qp090q,1,0:45,0.01148312218078714
qp096w,1,0:45,0.2049482647301052
qp0997,1,0:45,0.011735001203112563
qp09dp,1,0:45,0.012690139559364278
qp06ne,1,0:45,0.006354539476420107
qp03yt,1,0:45,0.060967555832697876
qp09vn,1,0:45,0.011295740992896229
qp08bj,1,0:45,0.10211265997545534
qp0969,1,0:45,0.008985018195074548
qp03qs,1,0:45,0.09082262291450012
qp03p3,1,0:45,0.002800084261247825
qp0d4s,1,0:45,0.03286610577839992
qp09bp,1,0:45,0.02240479870772133
qp09gk,1,0:45,0.07761314222757577
qp0989,1,0:45,0.013599686504503576
qp03ms,1,0:45,0.011803116315969895
qp03rn,1,0:45,0.023820780603742302
qp03r9,1,0:45,0.04758329021497842
qp09f6,1,0:45,0.0027536957952764163
qp03xm,1,0:45,0.3613886807782545
qp0944,1,0:45,0.013036110876133196
qp094h,1,0:45,0.003200493062570123
qp098p,1,0:45,0.20148351828807007
qp03z9,1,0:45,0.1127327704090821
qp097g,1,0:45,0.028937712766030663
qp03ny,1,0:45,0.062333065971165676
qp097w,1,0:45,0.01786822163756585
qp08bk,1,0:45,0.0072218491395113936
qp09gy,1,0:45,0.07187618599393271
qp0978,1,0:45,0.020443954818213508
qp09vq,1,0:45,0.04443687593435057
qp092n,1,0:45,0.10779733252008224
qp097e,1,0:45,0.053779486860477496
qp03r6,1,0:45,0.06519728909820922
qp09sm,1,0:45,0.026550393633220263
qp03wk,1,0:45,0.016812564952659148
qp03zc,1,0:45,0.11059691418642756
qp03qe,1,0:45,0.04019430537230128
qp0dj1,1,0:45,0.047883308940173584
qp09kb,1,0:45,0.002680580398958957
qp03re,1,0:45,0.09662260103978973
qp03q8,1,0:45,0.026136609512351004
qp03y2,1,0:45,0.021665511136788683
qp09gg,1,0:45,0.015456007845074376
qp093x,1,0:45,0.056934999212556923
qp03tz,1,0:45,0.012358064980979477
qp08c5,1,0:45,0.0009434604703548934
qp03mv,1,0:45,0.04147308269991352
qp03xp,1,0:45,0.2661896306276354
qp0986,1,0:45,0.08106559696517975
qp0d1d,1,0:45,0.010640675555938957
qp03pt,1,0:45,0.0005955128719874132
qp09hw,1,0:45,0.0040020733871734505
qp09u4,1,0:45,0.006656060533912662
qp06nb,1,0:45,0.034435645675538605
qp099q,1,0:45,0.03142037203044737
qp03r4,1,0:45,0.05238960182606572
qp09bk,1,0:45,0.005640423903009807
qp03w1,1,0:45,0.07466317106155865
qp096j,1,0:45,0.07502311927872507
qp09fy,1,0:45,0.03109259669066441
qp093c,1,0:45,0.01894834658008222
qp099m,1,0:45,0.05652040412600363
qp096x,1,0:45,0.4775985979690218
qp03y0,1,0:45,0.001889057125206852
qp03t8,1,0:45,0.022284893315270973
qp0d4c,1,0:45,0.04217382403404589
qp094j,1,0:45,0.016899792090716355
qp096m,1,0:45,0.014899448101708204
qp03q7,1,0:45,0.034623774103990645
qp03xe,1,0:45,0.042207442371802725
qp092s,1,0:45,0.04374315413943322
qp0d1k,1,0:45,0.00010377219280353744
qp097f,1,0:45,0.06650751512776842
qp03mf,1,0:45,0.016977984680807842
qp03xj,1,0:45,0.16287519652896532
qp03yv,1,0:45,0.030391837586585577
qp09m0,1,0:45,0.03227702257198383
qp09g9,1,0:45,0.017869312323990545
qp094n,1,0:45,0.06723100213552663
qp099u,1,0:45,0.03441670283224818
qp0928,1,0:45,0.01478410146112699
qp03ws,1,0:45,0.06411947893291971
qp095h,1,0:45,0.004506817796118116
qp09k2,1,0:45,0.04155445032303908
qp09tp,1,0:45,0.03756059305444623
qp03wq,1,0:45,0.007604338278502249
qp03x9,1,0:45,0.06416302573043083
qp03wv,1,0:45,0.07730275553625067
qp0dh9,1,0:45,0.04368080211487399
qp08gt,1,0:45,0.0036133301039141725
qp0d0n,1,0:45,0.006901353373629982
qp03ru,1,0:45,0.07840586267918682
qp03r8,1,0:45,0.032555696654391134
qp095k,1,0:45,9.78217358836948e-05
qp03rp,1,0:45,0.02371920692713652
qp03x4,1,0:45,0.03469188458762785
qp0995,1,0:45,0.01296431680826407
qp09sq,1,0:45,0.00625224136171121
qp09gp,1,0:45,0.0162087021479805
qp097c,1,0:45,0.03245496186819428
qp03xr,1,0:45,0.06856219231250431
qp09sd,1,0:45,0.1143144685594194
qp03wz,1,0:45,0.3905698808584665
qp09e9,1,0:45,0.061608505907089585
qp09ds,1,0:45,0.0183629250603556
qp09vm,1,0:45,0.026241451491448586
qp09hj,1,0:45,0.08219612039559226
qp094u,1,0:45,0.002985052152138277
qp09b6,1,0:45,0.1723953364957556
qp09gq,1,0:45,0.020747132956573214
qp09d8,1,0:45,0.3772420206861384
qp09e8,1,0:45,0.007308944180662859
qp03x6,1,0:45,0.08132633357622493
qp09mp,1,0:45,0.014731103351257078
qp0993,1,0:45,0.05813882680865596
qp095m,1,0:45,0.014435235243472204
qp096b,1,0:45,0.0285960124388662
qp09yj,1,0:45,0.00848709011058032
qp09gw,1,0:45,0.05883980830316205
qp090d,1,0:45,0.009427344462928559
qp09ky,1,0:45,0.01699209431231502
qp06nv,1,0:45,0.0006636485245874352
qp090t,1,0:45,0.06760348880403326
qp02ze,1,0:45,0.0012952952421581548
qp0976,1,0:45,0.01708972512255597
qp0932,1,0:45,0.033466528104557365
qp02zh,1,0:45,0.008541336886934885
qp092j,1,0:45,0.11985127148672753
qp09dd,1,0:45,0.2644914880425289
qp03rm,1,0:45,0.030066218137107182
qp093w,1,0:45,0.06737873164473998
qp09fd,1,0:45,0.02928327863462888
qp03vb,1,0:45,0.017204069242073045
qp09vj,1,0:45,0.012083790198791869
qp094t,1,0:45,0.0297247862088626
